################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  1.2267776039046351E-01 a       350     0    15     1    14
 -1.4360215351775782E-01 a       351     0    15     1    15
 -3.2155831565768254E-02 a       352     0    15     1    16
  2.8916521402056033E-01 a       353     0    15     1    17
  4.5296072294170781E-01 a       354     0    15     1    18
 -4.2703019726226211E-03 a       355     0    15     1    19
  7.5219733538865768E-02 a       356     0    15     1    20
  1.4633811023757809E-01 a       357     0    15     1    21
  1.5430186501813836E-01 a       358     0    15     1    22
 -1.9181871449086468E-01 a       359     0    15     1    23
  2.7996899444235118E-01 a       360     0    15     1    24
 -1.7378511766170412E-01 a       361     0    16     1     1
 -3.7094392213013246E-03 a       362     0    16     1     2
  1.8197034867620385E-01 a       363     0    16     1     3
  4.2832827869330042E-02 a       364     0    16     1     4
  2.5385721908051821E-02 a       365     0    16     1     5
  5.2216563025025784E-03 a       366     0    16     1     6
  1.4249915069534285E-02 a       367     0    16     1     7
 -1.0890678871419351E-01 a       368     0    16     1     8
  1.4674002039949721E-02 a       369     0    16     1     9
  1.3884647270378336E-01 a       370     0    16     1    10
 -1.1978978425461796E-01 a       371     0    16     1    11
  4.5590803338853819E-02 a       372     0    16     1    12
  4.2275861329963256E-02 a       373     0    16     1    13
  6.1884299275103465E-02 a       374     0    16     1    14
  1.6779587405655955E-02 a       375     0    16     1    15
 -1.6310853081850454E-01 a       376     0    16     1    16
  6.3015817857498102E-02 a       377     0    16     1    17
 -1.0217260138254117E-01 a       378     0    16     1    18
  7.0412662583323973E-02 a       379     0    16     1    19
  9.1554096490883599E-02 a       380     0    16     1    20
  1.6200921851012226E-01 a       381     0    16     1    21
 -5.7018507605080702E-03 a       382     0    16     1    22
  1.5668216980024741E-01 a       383     0    16     1    23
  6.5069701608870961E-02 a       384     0    16     1    24
  5.5588162375844928E-02 a       385     0    17     1     1
  2.7315009446566025E-02 a       386     0    17     1     2
  1.0578220782696331E-01 a       387     0    17     1     3
 -5.0141431286221352E-02 a       388     0    17     1     4
 -1.4378311650085943E-01 a       389     0    17     1     5
  1.2280231444994377E-01 a       390     0    17     1     6
 -2.7680094878535660E-02 a       391     0    17     1     7
 -1.1887656512613026E-01 a       392     0    17     1     8
  1.0612676095634382E-01 a       393     0    17     1     9
 -1.7104548843765299E-01 a       394     0    17     1    10
 -1.8305836467230222E-02 a       395     0    17     1    11
 -5.2533414010154121E-02 a       396     0    17     1    12
 -5.1691035911935808E-02 a       397     0    17     1    13
 -4.2180137156854904E-02 a       398     0    17     1    14
  5.6543128464617821E-02 a       399     0    17     1    15
  1.1823055627024518E-02 a       400     0    17     1    16
  7.1326163976279250E-02 a       401     0    17     1    17
  6.6204094946283225E-03 a       402     0    17     1    18
  3.9643793646981930E-02 a       403     0    17     1    19
  8.4316254653812039E-02 a       404     0    17     1    20
 -7.3115232432821448E-02 a       405     0    17     1    21
  6.8267243221673199E-02 a       406     0    17     1    22
  7.3146764120074370E-02 a       407     0    17     1    23
 -4.4240566956205034E-02 a       408     0    17     1    24
 -7.1255321696232873E-02 a       409     0    18     1     1
  1.8681299573227537E-02 a       410     0    18     1     2
 -1.0266519889769144E-02 a       411     0    18     1     3
  3.3989941778896873E-02 a       412     0    18     1     4
 -2.0457331698626534E-02 a       413     0    18     1     5
  7.7852860111331967E-02 a       414     0    18     1     6
  1.2807261655368285E-01 a       415     0    18     1     7
  1.2292313941980605E-01 a       416     0    18     1     8
 -2.9346094258107844E-02 a       417     0    18     1     9
 -3.6967723533201303E-02 a       418     0    18     1    10
 -1.4187011662376682E-02 a       419     0    18     1    11
  1.0655845759079262E-01 a       420     0    18     1    12
  5.0540746644643877E-02 a       421     0    18     1    13
 -1.3232685188747900E-01 a       422     0    18     1    14
 -2.7201805552095244E-02 a       423     0    18     1    15
 -8.9036732358291307E-02 a       424     0    18     1    16
 -2.4687600263456844E-02 a       425     0    18     1    17
  1.3269479614881188E-01 a       426     0    18     1    18
 -4.0560468017885376E-02 a       427     0    18     1    19
 -7.7799385288911851E-02 a       428     0    18     1    20
 -2.9405789913005843E-02 a       429     0    18     1    21
  1.3148822632241777E-01 a       430     0    18     1    22
  5.0279741074882294E-03 a       431     0    18     1    23
  7.8019537612316392E-02 a       432     0    18     1    24
 -3.6293368904040842E-02 a       433     0    19     1     1
  9.7358030127508738E-02 a       434     0    19     1     2
 -7.9681837624036703E-02 a       435     0    19     1     3
 -8.0997404772894299E-02 a       436     0    19     1     4
  5.6717226973895550E-02 a       437     0    19     1     5
 -1.2884609969312422E-01 a       438     0    19     1     6
  9.4242091479024126E-02 a       439     0    19     1     7
  2.8707201422006536E-02 a       440     0    19     1     8
 -9.9595075844466252E-02 a       441     0    19     1     9
 -2.1737120339718704E-03 a       442     0    19     1    10
 -6.0430622275338526E-02 a       443     0    19     1    11
 -3.1751751839286808E-02 a       444     0    19     1    12
 -1.0940722735280510E-01 a       445     0    19     1    13
 -4.0974754895686513E-02 a       446     0    19     1    14
  9.9118996328339662E-02 a       447     0    19     1    15
 -2.6214744300907002E-02 a       448     0    19     1    16
  8.6804518996393659E-02 a       449     0    19     1    17
  9.0059559500193127E-03 a       450     0    19     1    18
  1.1425906982760114E-02 a       451     0    19     1    19
 -6.7006063628267831E-02 a       452     0    19     1    20
  1.1746028496714879E-01 a       453     0    19     1    21
  3.7358575131188856E-02 a       454     0    19     1    22
 -5.0952899347841453E-02 a       455     0    19     1    23
  2.2101409990808580E-02 a       456     0    19     1    24
 -2.5453862372758457E-02 a       457     0    20     1     1
 -1.5829593105954679E-01 a       458     0    20     1     2
  1.2010741551283463E-01 a       459     0    20     1     3
 -9.3562158867990075E-02 a       460     0    20     1     4
  6.1937086791145519E-02 a       461     0    20     1     5
  4.8482909847825911E-02 a       462     0    20     1     6
